exporter,importer,post80 
Portugal,Chad,0.0105
Portugal,Finland,0.00205
Portugal,Norway,0.00305
Portugal,Austria,0.00245
Portugal,Denmark,0.003
Portugal,Sweden,0.0048
Portugal,Italy,0.0159
Portugal,Netherlands,0.0112
Portugal,USA,0.0115
Portugal,Mozambique,0.00865
Portugal,UK,0.02185
Portugal,Spain,0.0402
Qatar,Nigeria,0.0001
Qatar,Nepal,0.0001
Qatar,Burundi,0.0001
Qatar,Colombia,0.0001
Qatar,Chile,0.00015
Qatar,Mozambique,0.0001
Qatar,Uruguay,0.0001
Qatar,Greece,0.00025
Qatar,Mauritania,0.0001
Qatar,Sweden,0.0013
Qatar,Iraq,0.0001
Qatar,Afghanistan,0.0001
Qatar,Ghana,0.00015
Qatar,Mali,0.0001
Qatar,Mexico,0.00025
Qatar,Panama,0.0002
Qatar,Kenya,0.00015
Qatar,Tunisia,0.0002
Qatar,Denmark,0.0009
Qatar,Algeria,0.0003
Qatar,Zimbabwe,0.0003
Qatar,Syria,0.0008
Qatar,Bangladesh,0.00025
Qatar,Venezuela,0.00025
Qatar,Canada,0.00065
Qatar,Morocco,0.0005
Qatar,Egypt,0.0006
Qatar,Hong Kong,0.0007
Qatar,Sudan,0.0004
Qatar,Turkey,0.00095
Qatar,New Zealand,0.00065
Qatar,Argentina,0.0008
Qatar,Sri Lanka,0.00055
Qatar,Jordan,0.0014
Qatar,Oman,0.0009
Qatar,Madagascar,0.0014
Qatar,Indonesia,0.0013
Qatar,Zambia,0.0017
Qatar,Bahrain,0.00245
Qatar,Malaysia,0.0018
Qatar,Iran,0.00205
Qatar,UK,0.01695
Qatar,Kuwait,0.002
Qatar,Pakistan,0.003
Qatar,Portugal,0.00255
Qatar,Philippines,0.0029
Qatar,Finland,0.0034
Qatar,South Africa,0.00375
Qatar,Australia,0.0058
Qatar,Netherlands,0.00675
Qatar,Saudi Arabia,0.0093
Qatar,Untd Arab Em,0.00925
Qatar,Spain,0.00585
Qatar,India,0.0065
Qatar,China,0.0062
Qatar,Italy,0.01275
Qatar,USA,0.01665
Qatar,Thailand,0.0083
Qatar,Brazil,0.0093
Qatar,Singapore,0.0184
Qatar,Japan,0.15475
Rwanda,Norway,0.0002
Rwanda,Australia,0.0001
Rwanda,Oman,0.00015
Rwanda,Philippines,0.0001
Rwanda,Indonesia,0.00025
Rwanda,Tunisia,0.0001
Rwanda,Austria,0.0002
Rwanda,Turkey,0.0004
Rwanda,Thailand,0.0005
Rwanda,Untd Arab Em,0.0003
Rwanda,Hong Kong,0.0003
Rwanda,Brazil,0.00035
Rwanda,Canada,0.0007
Rwanda,Morocco,0.0005
Rwanda,Singapore,0.00045
Rwanda,Denmark,0.0009
Rwanda,Ireland,0.0005
Rwanda,Finland,0.0004
Rwanda,Japan,0.00545
Rwanda,Nigeria,0.0007
Rwanda,South Africa,0.00135
Rwanda,Spain,0.00065
Rwanda,Malaysia,0.00055
Rwanda,China,0.0012
Rwanda,Sweden,0.0008
Rwanda,Italy,0.0027
Rwanda,UK,0.002
Rwanda,Pakistan,0.0019
Rwanda,Algeria,0.0041
Rwanda,Netherlands,0.0042
Rwanda,USA,0.00735
Saudi Arabia,Burkina Faso,0.0001
Saudi Arabia,Colombia,0.00015
Saudi Arabia,Nicaragua,0.0001
Saudi Arabia,Peru,0.0001
Saudi Arabia,Ghana,0.0004
Saudi Arabia,Afghanistan,0.00045
Saudi Arabia,Mali,0.0002
Saudi Arabia,Bangladesh,0.0002
Saudi Arabia,Niger,0.00025
Saudi Arabia,Ireland,0.0013
Saudi Arabia,Bulgaria,0.00065
Saudi Arabia,Mauritius,0.0002
Saudi Arabia,Norway,0.0003
Saudi Arabia,Nigeria,0.0002
Saudi Arabia,Iran,0.0003
Saudi Arabia,Argentina,0.00025
Saudi Arabia,Uganda,0.00025
Saudi Arabia,Zimbabwe,0.0002
Saudi Arabia,Malawi,0.0005
Saudi Arabia,Mexico,0.00035
Saudi Arabia,Denmark,0.0009
Saudi Arabia,Algeria,0.0004
Saudi Arabia,Chile,0.0007
Saudi Arabia,Ecuador,0.0006
Saudi Arabia,Cambodia,0.0003
Saudi Arabia,Uruguay,0.00075
Saudi Arabia,Sierra Leone,0.00035
Saudi Arabia,Senegal,0.0007
Saudi Arabia,Mauritania,0.0004
Saudi Arabia,Guyana,0.00125
Saudi Arabia,Nepal,0.00055
Saudi Arabia,Guatemala,0.0022
Saudi Arabia,Iraq,0.0006
Saudi Arabia,Cyprus,0.0028
Saudi Arabia,Finland,0.00105
Saudi Arabia,Austria,0.0013
Saudi Arabia,Hong Kong,0.0014
Saudi Arabia,Sweden,0.00225
Saudi Arabia,Honduras,0.00125
Saudi Arabia,Egypt,0.0027
Saudi Arabia,Malta,0.00205
Saudi Arabia,China,0.0039
Saudi Arabia,Canada,0.00245
Saudi Arabia,Cote Divoire,0.0017
Saudi Arabia,Togo,0.004
Saudi Arabia,Portugal,0.00215
Saudi Arabia,Tunisia,0.00245
Saudi Arabia,South Africa,0.0026
Saudi Arabia,Mozambique,0.0024
Saudi Arabia,Australia,0.00375
Saudi Arabia,Sudan,0.0059
Saudi Arabia,New Zealand,0.0033
Saudi Arabia,Malaysia,0.00385
Saudi Arabia,Greece,0.00325
Saudi Arabia,Syria,0.00735
Saudi Arabia,Untd Arab Em,0.0052
Saudi Arabia,Turkey,0.00435
Saudi Arabia,Indonesia,0.00405
Saudi Arabia,Oman,0.00495
Saudi Arabia,Thailand,0.0047
Saudi Arabia,Sri Lanka,0.00505
Saudi Arabia,Panama,0.00395
Saudi Arabia,Spain,0.00595
Saudi Arabia,Madagascar,0.0049
Saudi Arabia,Kenya,0.0055
Saudi Arabia,Qatar,0.0093
Saudi Arabia,UK,0.0139
Saudi Arabia,Brazil,0.00675
Saudi Arabia,India,0.00765
Saudi Arabia,Morocco,0.0072
Saudi Arabia,Netherlands,0.00835
Saudi Arabia,Kuwait,0.0083
Saudi Arabia,Pakistan,0.00805
Saudi Arabia,Zambia,0.01485
Saudi Arabia,Philippines,0.0078
Saudi Arabia,Italy,0.0143
Saudi Arabia,Jordan,0.02475
Saudi Arabia,USA,0.052
Saudi Arabia,Singapore,0.03465
Saudi Arabia,Trinidad Tbg,0.0689
Saudi Arabia,Bahrain,0.0519
Saudi Arabia,Japan,0.05585
Senegal,Oman,0.0001
Senegal,Ecuador,0.0001
Senegal,Australia,0.0001
Senegal,Panama,0.0001
Senegal,South Africa,0.00055
Senegal,Austria,0.0008
Senegal,Chad,0.0001
Senegal,Egypt,0.0001
Senegal,Sweden,0.0004
Senegal,Malawi,0.0001
Senegal,Colombia,0.00015
Senegal,Sri Lanka,0.0002
Senegal,Denmark,0.0005
Senegal,Untd Arab Em,0.00155
Senegal,Morocco,0.0009
Senegal,Malaysia,0.0002
Senegal,Mexico,0.0002
Senegal,Algeria,0.00075
Senegal,Turkey,0.00045
Senegal,China,0.003
Senegal,Indonesia,0.00055
Senegal,Gabon,0.00205
Senegal,Sierra Leone,0.0005
Senegal,Uruguay,0.0005
Senegal,Canada,0.00155
Senegal,Cameroon,0.00035
Senegal,Ireland,0.0009
Senegal,Tunisia,0.00065
Senegal,Nigeria,0.0145
Senegal,Finland,0.00065
Senegal,Thailand,0.00535
Senegal,Brazil,0.0024
Senegal,Hong Kong,0.0009
Senegal,Burkina Faso,0.0013
Senegal,Bangladesh,0.00095
Senegal,USA,0.00705
Senegal,Portugal,0.0016
Senegal,Philippines,0.002
Senegal,Greece,0.0013
Senegal,Netherlands,0.00455
Senegal,Niger,0.0024
Senegal,Benin,0.00135
Senegal,Japan,0.00425
Senegal,Togo,0.0037
Senegal,Iran,0.00195
Senegal,UK,0.00475
Senegal,Spain,0.00915
Senegal,Cote Divoire,0.008
Senegal,India,0.007
Senegal,Italy,0.01155
Senegal,Mali,0.00735
Senegal,Mauritania,0.01535
Seychelles,Untd Arab Em,0.0005
Seychelles,Philippines,0.00155
Seychelles,New Zealand,0.00075
Seychelles,Mauritius,0.00165
Seychelles,Brazil,0.00035
Seychelles,Greece,0.00075
Seychelles,China,0.00155
Seychelles,Morocco,0.0004
Seychelles,Ireland,0.00115
Seychelles,Colombia,0.00075
Seychelles,Hong Kong,0.0006
Seychelles,Algeria,0.00095
Seychelles,Austria,0.00105
Seychelles,Portugal,0.0007
Seychelles,Chile,0.00285
Seychelles,Turkey,0.0029
Seychelles,Malaysia,0.00185
Seychelles,Indonesia,0.0024
Seychelles,Sweden,0.0019
Seychelles,Denmark,0.0015
Seychelles,Australia,0.00295
Seychelles,India,0.0037
Seychelles,Tunisia,0.0017
Seychelles,Finland,0.0076
Seychelles,Nigeria,0.002
Seychelles,Burkina Faso,0.0021
Seychelles,South Africa,0.02985
Seychelles,Pakistan,0.00195
Seychelles,Japan,0.01395
Seychelles,Spain,0.01155
Seychelles,Netherlands,0.0109
Seychelles,USA,0.029
Seychelles,Singapore,0.03915
Seychelles,Canada,0.01215
Seychelles,UK,0.0377
Seychelles,Italy,0.03505
Seychelles,Thailand,0.0279
Sierra Leone,Iran,0.00125
Sierra Leone,Kuwait,0.0001
Sierra Leone,Saudi Arabia,0.00035
Sierra Leone,Norway,0.00055
Sierra Leone,Finland,0.00055
Sierra Leone,Peru,0.0001
Sierra Leone,Oman,0.00015
Sierra Leone,Trinidad Tbg,0.00025
Sierra Leone,Indonesia,0.00115
Sierra Leone,Australia,0.00065
Sierra Leone,Pakistan,0.0007
Sierra Leone,India,0.00205
Sierra Leone,Turkey,0.00045
Sierra Leone,Malaysia,0.0004
Sierra Leone,South Africa,0.00215
Sierra Leone,Mexico,0.00045
Sierra Leone,Colombia,0.0006
Sierra Leone,Denmark,0.0011
Sierra Leone,Sri Lanka,0.0004
Sierra Leone,Nigeria,0.0037
Sierra Leone,Morocco,0.00065
Sierra Leone,Cote Divoire,0.00125
Sierra Leone,Ireland,0.00105
Sierra Leone,Italy,0.00475
Sierra Leone,Sweden,0.00135
Sierra Leone,Algeria,0.0016
Sierra Leone,Thailand,0.00195
Sierra Leone,Japan,0.00595
Sierra Leone,Malta,0.0022
Sierra Leone,Portugal,0.00125
Sierra Leone,Austria,0.00185
Sierra Leone,Venezuela,0.0048
Sierra Leone,Jordan,0.0057
Sierra Leone,Canada,0.00375
Sierra Leone,Greece,0.005
Sierra Leone,Brazil,0.00555
Sierra Leone,Netherlands,0.011
Sierra Leone,Spain,0.00815
Sierra Leone,UK,0.02995
Sierra Leone,USA,0.0302
Singapore,Bolivia,0.0004
Singapore,Niger,0.0001
Singapore,Cuba,0.0001
Singapore,Iceland,0.0001
Singapore,Nicaragua,0.00015
Singapore,Guatemala,0.0004
Singapore,Algeria,0.0003
Singapore,Ecuador,0.0002
Singapore,Cameroon,0.00025
Singapore,Peru,0.00025
Singapore,Senegal,0.0003
Singapore,Iraq,0.00065
Singapore,Burkina Faso,0.0003
Singapore,Venezuela,0.0005
Singapore,Colombia,0.0002
Singapore,Dominican Rp,0.0002
Singapore,El Salvador,0.0002
Singapore,Barbados,0.0003
Singapore,Rwanda,0.00045
Singapore,Tunisia,0.00025
Singapore,Morocco,0.00045
Singapore,Sierra Leone,0.0005
Singapore,Portugal,0.0005
Singapore,Zambia,0.0044
Singapore,Cote Divoire,0.00085
Singapore,Chile,0.0013
Singapore,Trinidad Tbg,0.00055
Singapore,Mali,0.0005
Singapore,Uganda,0.0009
Singapore,Costa Rica,0.00065
Singapore,Suriname,0.0004
Singapore,Greece,0.0006
Singapore,Mauritania,0.00055
Singapore,Jamaica,0.00045
Singapore,Gabon,0.00185
Singapore,Uruguay,0.00065
Singapore,Bulgaria,0.0006
Singapore,Syria,0.0008
Singapore,Sudan,0.0006
Singapore,Turkey,0.0016
Singapore,Zimbabwe,0.00135
Singapore,Paraguay,0.00085
Singapore,Finland,0.00235
Singapore,Ghana,0.0013
Singapore,Denmark,0.0023
Singapore,Argentina,0.00125
Singapore,Egypt,0.00155
Singapore,Mozambique,0.0045
Singapore,Israel,0.00225
Singapore,Austria,0.0023
Singapore,Sweden,0.005
Singapore,Kuwait,0.01735
Singapore,Togo,0.00125
Singapore,Qatar,0.0184
Singapore,Norway,0.00295
Singapore,Nigeria,0.00175
Singapore,Honduras,0.00175
Singapore,Jordan,0.00195
Singapore,Oman,0.0102
Singapore,Iran,0.0077
Singapore,Brazil,0.0037
Singapore,Pakistan,0.00225
Singapore,Mexico,0.00345
Singapore,Spain,0.00445
Singapore,Benin,0.00245
Singapore,New Zealand,0.00385
Singapore,Guyana,0.0025
Singapore,Madagascar,0.0046
Singapore,Saudi Arabia,0.03465
Singapore,Kenya,0.00335
Singapore,South Africa,0.00405
Singapore,Untd Arab Em,0.01245
Singapore,Bahrain,0.0229
Singapore,Italy,0.01365
Singapore,Canada,0.0083
Singapore,Afghanistan,0.00545
Singapore,Bangladesh,0.00645
Singapore,Nepal,0.00655
Singapore,Ireland,0.00805
Singapore,Cyprus,0.0092
Singapore,India,0.01355
Singapore,Philippines,0.01735
Singapore,Netherlands,0.01625
Singapore,Mauritius,0.01285
Singapore,Australia,0.0233
Singapore,Sri Lanka,0.0164
Singapore,China,0.04595
Singapore,Indonesia,0.0478
Singapore,UK,0.0395
Singapore,Thailand,0.0511
Singapore,Panama,0.027
Singapore,Malta,0.04505
Singapore,Seychelles,0.03915
Singapore,Japan,0.17165
Singapore,Cambodia,0.0439
Singapore,Hong Kong,0.0994
Singapore,Malaysia,0.16305
Singapore,USA,0.22315
South Africa,Chad,0.00135
South Africa,El Salvador,0.0001
South Africa,Denmark,0.00035
South Africa,Greenland,0.00015
South Africa,Algeria,0.0001
South Africa,Costa Rica,0.00015
South Africa,Tunisia,0.00015
South Africa,Bangladesh,0.0001
South Africa,Nepal,0.0001
South Africa,Trinidad Tbg,0.0002
South Africa,Nicaragua,0.0002
South Africa,Barbados,0.00025
South Africa,Honduras,0.0002
South Africa,Syria,0.0002
South Africa,Cambodia,0.0002
South Africa,Bolivia,0.0002
South Africa,Egypt,0.00125
South Africa,Colombia,0.0003
South Africa,Qatar,0.00375
South Africa,Sweden,0.0011
South Africa,Finland,0.00075
South Africa,Guatemala,0.0002
South Africa,Uruguay,0.00045
South Africa,Oman,0.00655
South Africa,Mexico,0.00025
South Africa,Niger,0.0004
South Africa,Peru,0.0004
South Africa,Pakistan,0.0004
South Africa,Dominican Rp,0.0004
South Africa,Argentina,0.0009
South Africa,Greece,0.0003
South Africa,Philippines,0.00045
South Africa,Panama,0.00045
South Africa,New Zealand,0.00055
South Africa,Venezuela,0.0005
South Africa,Indonesia,0.0006
South Africa,Ecuador,0.0006
South Africa,Burkina Faso,0.00055
South Africa,Ireland,0.0016
South Africa,Sudan,0.0004
South Africa,Iceland,0.00065
South Africa,Bulgaria,0.00045
South Africa,Cuba,0.0004
South Africa,Untd Arab Em,0.004
South Africa,Suriname,0.00265
South Africa,Morocco,0.0005
South Africa,Kuwait,0.0021
South Africa,Senegal,0.00055
South Africa,Norway,0.0007
South Africa,Saudi Arabia,0.0026
South Africa,Cameroon,0.0007
South Africa,Malta,0.0008
South Africa,Thailand,0.0012
South Africa,Guyana,0.00085
South Africa,Mauritania,0.0007
South Africa,Austria,0.00105
South Africa,Iran,0.003
South Africa,Paraguay,0.00095
South Africa,Chile,0.0011
South Africa,Jamaica,0.00155
South Africa,Nigeria,0.00185
South Africa,Brazil,0.00145
South Africa,Turkey,0.00085
South Africa,Portugal,0.001
South Africa,Gabon,0.00115
South Africa,Malaysia,0.0022
South Africa,Australia,0.0022
South Africa,Bahrain,0.0013
South Africa,Jordan,0.001
South Africa,Cyprus,0.00105
South Africa,Rwanda,0.00135
South Africa,Canada,0.00185
South Africa,Cote Divoire,0.00195
South Africa,India,0.0018
South Africa,Netherlands,0.00335
South Africa,Benin,0.00215
South Africa,Togo,0.0067
South Africa,Burundi,0.00185
South Africa,Singapore,0.00405
South Africa,China,0.0036
South Africa,Sierra Leone,0.00215
South Africa,Sri Lanka,0.0032
South Africa,Spain,0.0027
South Africa,Israel,0.0033
South Africa,Uganda,0.0026
South Africa,Mali,0.0033
South Africa,Hong Kong,0.0065
South Africa,Madagascar,0.0047
South Africa,Ghana,0.00495
South Africa,UK,0.0173
South Africa,Italy,0.01175
South Africa,Japan,0.0173
South Africa,USA,0.02155
South Africa,Kenya,0.01125
South Africa,Seychelles,0.02985
South Africa,Mauritius,0.0336
South Africa,Zimbabwe,0.07365
South Africa,Zambia,0.0636
South Africa,Malawi,0.0804
South Africa,Mozambique,0.07155
Spain,Chad,0.0018
Spain,Nepal,0.0003
Spain,Cambodia,0.001
Spain,Bangladesh,0.0007
Spain,Burundi,0.00135
Spain,India,0.0007
Spain,Sri Lanka,0.0011
Spain,Rwanda,0.00065
Spain,Afghanistan,0.00035
Spain,Zambia,0.00055
Spain,Barbados,0.00035
Spain,Sudan,0.0005
Spain,Australia,0.00075
Spain,New Zealand,0.00115
Spain,Canada,0.00085
Spain,Malawi,0.0027
Spain,Philippines,0.00115
Spain,Uganda,0.00575
Spain,China,0.002
Spain,Brazil,0.0015
Spain,Pakistan,0.00165
Spain,Zimbabwe,0.00285
Spain,Guyana,0.00385
Spain,Niger,0.00235
Spain,Oman,0.00115
Spain,Indonesia,0.00245
Spain,Trinidad Tbg,0.0035
Spain,South Africa,0.0027
Spain,Malaysia,0.0031
Spain,Thailand,0.00255
Spain,Madagascar,0.0027
Spain,Iraq,0.0062
Spain,Kenya,0.00205
Spain,Japan,0.0043
Spain,Iran,0.00435
Spain,Qatar,0.00585
Spain,Mexico,0.00305
Spain,Burkina Faso,0.00195
Spain,Untd Arab Em,0.00345
Spain,Bulgaria,0.0033
Spain,El Salvador,0.00205
Spain,Iceland,0.00615
Spain,Guatemala,0.0017
Spain,Paraguay,0.0059
Spain,Finland,0.0043
Spain,Argentina,0.00285
Spain,Mauritius,0.00475
Spain,Cameroon,0.01175
Spain,Bolivia,0.00195
Spain,Denmark,0.00385
Spain,Hong Kong,0.0029
Spain,Sweden,0.0044
Spain,Mozambique,0.0058
Spain,Greenland,0.00245
Spain,Colombia,0.0028
Spain,Saudi Arabia,0.00595
Spain,Norway,0.0033
Spain,Gabon,0.01175
Spain,Bahrain,0.00215
Spain,Peru,0.00285
Spain,Austria,0.0041
Spain,Venezuela,0.00335
Spain,Kuwait,0.00305
Spain,Nigeria,0.0186
Spain,Ecuador,0.0043
Spain,Costa Rica,0.00435
Spain,Sierra Leone,0.00815
Spain,Turkey,0.00305
Spain,Israel,0.0038
Spain,Suriname,0.0061
Spain,Singapore,0.00445
Spain,Mali,0.00335
Spain,Syria,0.00675
Spain,Ireland,0.0103
Spain,Ghana,0.00535
Spain,Greece,0.0036
Spain,Uruguay,0.00425
Spain,Egypt,0.00455
Spain,Chile,0.006
Spain,Cote Divoire,0.01045
Spain,Honduras,0.0076
Spain,Nicaragua,0.00575
Spain,Benin,0.0063
Spain,Netherlands,0.0083
Spain,Dominican Rp,0.00485
Spain,Jordan,0.00435
Spain,USA,0.01085
Spain,Jamaica,0.00735
Spain,Seychelles,0.01155
Spain,Senegal,0.00915
Spain,UK,0.01265
Spain,Cuba,0.00785
Spain,Togo,0.01035
Spain,Italy,0.0142
Spain,Algeria,0.01525
Spain,Cyprus,0.0067
Spain,Panama,0.00855
Spain,Tunisia,0.0129
Spain,Malta,0.0112
Spain,Morocco,0.01725
Spain,Mauritania,0.042
Spain,Portugal,0.0402
Sri Lanka,Qatar,0.00055
Sri Lanka,Kenya,0.00055
Sri Lanka,Mauritius,0.0001
Sri Lanka,Ecuador,0.0001
Sri Lanka,Sudan,0.0001
Sri Lanka,Ghana,0.0001
Sri Lanka,Sierra Leone,0.0004
Sri Lanka,Uruguay,0.0001
Sri Lanka,Bulgaria,0.00015
Sri Lanka,Bahrain,0.00045
Sri Lanka,Oman,0.0002
Sri Lanka,Brazil,0.00105
Sri Lanka,Colombia,0.00055
Sri Lanka,Afghanistan,0.0002
Sri Lanka,Peru,0.00015
Sri Lanka,Finland,0.00045
Sri Lanka,Morocco,0.00015
Sri Lanka,Seychelles,0.0003
Sri Lanka,Philippines,0.0005
Sri Lanka,Portugal,0.0002
Sri Lanka,Indonesia,0.00335
Sri Lanka,Argentina,0.00055
Sri Lanka,Greece,0.00025
Sri Lanka,Turkey,0.0008
Sri Lanka,Tunisia,0.00035
Sri Lanka,Bangladesh,0.00035
Sri Lanka,New Zealand,0.002
Sri Lanka,Israel,0.0011
Sri Lanka,Norway,0.00055
Sri Lanka,Chile,0.0008
Sri Lanka,Malaysia,0.0058
Sri Lanka,Ireland,0.0008
Sri Lanka,Austria,0.0008
Sri Lanka,Denmark,0.0011
Sri Lanka,China,0.008
Sri Lanka,Kuwait,0.00085
Sri Lanka,Jordan,0.0007
Sri Lanka,Syria,0.00085
Sri Lanka,Spain,0.0011
Sri Lanka,Iran,0.0049
Sri Lanka,Mexico,0.0013
Sri Lanka,Sweden,0.0024
Sri Lanka,India,0.01255
Sri Lanka,Thailand,0.00555
Sri Lanka,South Africa,0.0032
Sri Lanka,Hong Kong,0.0025
Sri Lanka,Untd Arab Em,0.0015
Sri Lanka,Australia,0.00435
Sri Lanka,Saudi Arabia,0.00505
Sri Lanka,Canada,0.0031
Sri Lanka,Pakistan,0.00505
Sri Lanka,Singapore,0.0164
Sri Lanka,Iraq,0.00225
Sri Lanka,Italy,0.0041
Sri Lanka,Egypt,0.0024
Sri Lanka,Netherlands,0.0051
Sri Lanka,Japan,0.02555
Sri Lanka,UK,0.01985
Sri Lanka,USA,0.05315
Sudan,Indonesia,0.00045
Sudan,Singapore,0.0006
Sudan,Untd Arab Em,0.0001
Sudan,Brazil,0.0002
Sudan,Norway,0.0001
Sudan,Bangladesh,0.00085
Sudan,Ireland,0.0003
Sudan,Kuwait,0.00035
Sudan,Qatar,0.0004
Sudan,Algeria,0.00015
Sudan,Chile,0.0001
Sudan,Bulgaria,0.00025
Sudan,Austria,0.0003
Sudan,Iraq,0.0001
Sudan,South Africa,0.0004
Sudan,Canada,0.0005
Sudan,Malaysia,0.0007
Sudan,Australia,0.00025
Sudan,Cyprus,0.00015
Sudan,Sweden,0.00065
Sudan,Syria,0.00015
Sudan,Pakistan,0.00025
Sudan,Finland,0.0002
Sudan,Denmark,0.00045
Sudan,Hong Kong,0.0003
Sudan,Tunisia,0.00025
Sudan,Portugal,0.0002
Sudan,Spain,0.0005
Sudan,Iran,0.0004
Sudan,India,0.00125
Sudan,Greece,0.00065
Sudan,Mexico,0.00035
Sudan,Netherlands,0.0025
Sudan,Jordan,0.0005
Sudan,Turkey,0.00115
Sudan,UK,0.0055
Sudan,USA,0.0044
Sudan,Thailand,0.002
Sudan,Egypt,0.00385
Sudan,Italy,0.0049
Sudan,Japan,0.0045
Sudan,China,0.0063
Sudan,Saudi Arabia,0.0059
Suriname,Malaysia,0.00085
Suriname,Singapore,0.0004
Suriname,Bulgaria,0.0003
Suriname,Pakistan,0.0002
Suriname,Saudi Arabia,0.0002
Suriname,Ireland,0.00025
Suriname,Indonesia,0.00085
Suriname,Jamaica,0.00125
Suriname,Tunisia,0.0004
Suriname,Turkey,0.0007
Suriname,Dominican Rp,0.0009
Suriname,Israel,0.00055
Suriname,Colombia,0.0018
Suriname,Algeria,0.01195
Suriname,Austria,0.00055
Suriname,Morocco,0.00045
Suriname,Ecuador,0.00055
Suriname,China,0.00225
Suriname,Hong Kong,0.0009
Suriname,Nigeria,0.0011
Suriname,Denmark,0.001
Suriname,Senegal,0.0013
Suriname,India,0.00125
Suriname,Greece,0.0009
Suriname,Trinidad Tbg,0.0671
Suriname,Philippines,0.0014
Suriname,Portugal,0.00185
Suriname,South Africa,0.00265
Suriname,Thailand,0.0029
Suriname,Sweden,0.003
Suriname,Mexico,0.0036
Suriname,Spain,0.0061
Suriname,Venezuela,0.0161
Suriname,Italy,0.0077
Suriname,Argentina,0.0058
Suriname,Canada,0.01075
Suriname,Japan,0.02485
Suriname,Brazil,0.02335
Suriname,UK,0.02285
Suriname,Netherlands,0.08495
Suriname,USA,0.13635
Suriname,Norway,0.06575
Sweden,Afghanistan,0.0002
Sweden,Burkina Faso,0.00025
Sweden,Nepal,0.0003
Sweden,Mali,0.00025
Sweden,Niger,0.00025
Sweden,Burundi,0.00065
Sweden,Gabon,0.00025
Sweden,Rwanda,0.0008
Sweden,Dominican Rp,0.0004
Sweden,Bangladesh,0.00055
Sweden,Chad,0.00025
Sweden,Cameroon,0.00035
Sweden,Madagascar,0.0008
Sweden,Benin,0.0005
Sweden,Cambodia,0.0006
Sweden,Togo,0.00055
Sweden,Honduras,0.0018
Sweden,Uganda,0.00035
Sweden,Malawi,0.00085
Sweden,Cuba,0.00045
Sweden,Cote Divoire,0.00065
Sweden,Senegal,0.0004
Sweden,Uruguay,0.0006
Sweden,Guatemala,0.00105
Sweden,Mauritius,0.00095
Sweden,Suriname,0.003
Sweden,Venezuela,0.0014
Sweden,Paraguay,0.00045
Sweden,Argentina,0.0005
Sweden,Ecuador,0.0005
Sweden,India,0.0007
Sweden,Costa Rica,0.00245
Sweden,Trinidad Tbg,0.00075
Sweden,El Salvador,0.0007
Sweden,Sudan,0.00065
Sweden,Jamaica,0.00255
Sweden,Pakistan,0.0012
Sweden,Mexico,0.00075
Sweden,Nicaragua,0.00085
Sweden,Philippines,0.001
Sweden,Iraq,0.0008
Sweden,Colombia,0.00155
Sweden,Barbados,0.00085
Sweden,Nigeria,0.00255
Sweden,Iran,0.0016
Sweden,Sierra Leone,0.00135
Sweden,Zimbabwe,0.0016
Sweden,Peru,0.00115
Sweden,Brazil,0.00155
Sweden,South Africa,0.0011
Sweden,Indonesia,0.0012
Sweden,Algeria,0.0013
Sweden,Untd Arab Em,0.00125
Sweden,Mauritania,0.00145
Sweden,Guyana,0.0019
Sweden,Kenya,0.0025
Sweden,Syria,0.0012
Sweden,Oman,0.00155
Sweden,Bolivia,0.0012
Sweden,Qatar,0.0013
Sweden,Kuwait,0.0014
Sweden,Sri Lanka,0.0024
Sweden,Panama,0.00435
Sweden,Ghana,0.00155
Sweden,Seychelles,0.0019
Sweden,Saudi Arabia,0.00225
Sweden,Thailand,0.00205
Sweden,Chile,0.0024
Sweden,New Zealand,0.00175
Sweden,Turkey,0.00185
Sweden,Greece,0.002
Sweden,Bulgaria,0.0019
Sweden,Zambia,0.00265
Sweden,Bahrain,0.0021
Sweden,Israel,0.00225
Sweden,Canada,0.0023
Sweden,Australia,0.002
Sweden,Malta,0.00295
Sweden,Mozambique,0.0019
Sweden,China,0.0028
Sweden,Hong Kong,0.0036
Sweden,Morocco,0.00245
Sweden,Portugal,0.0048
Sweden,Egypt,0.0026
Sweden,Tunisia,0.0024
Sweden,Jordan,0.00225
Sweden,Greenland,0.0082
Sweden,Austria,0.0043
Sweden,Cyprus,0.00335
Sweden,Malaysia,0.0038
Sweden,Spain,0.0044
Sweden,Ireland,0.0074
Sweden,Japan,0.00795
Sweden,Singapore,0.005
Sweden,Italy,0.0092
Sweden,Netherlands,0.01275
Sweden,Iceland,0.0112
Sweden,USA,0.02115
Sweden,Finland,0.0275
Sweden,UK,0.02455
Sweden,Denmark,0.0282
Sweden,Norway,0.0325
Syria,Sri Lanka,0.00085
Syria,Mexico,0.00025
Syria,Ireland,0.0003
Syria,Bahrain,0.0001
Syria,Denmark,0.00055
Syria,Colombia,0.00015
Syria,Malaysia,0.00085
Syria,Iran,0.00095
Syria,Sudan,0.00015
Syria,Brazil,0.0014
Syria,Philippines,0.0002
Syria,China,0.0039
Syria,Sweden,0.0012
Syria,Egypt,0.0003
Syria,Oman,0.0003
Syria,Australia,0.0002
Syria,Pakistan,0.00025
Syria,Thailand,0.00145
Syria,Nigeria,0.0006
Syria,Hong Kong,0.0006
Syria,Singapore,0.0008
Syria,Untd Arab Em,0.0007
Syria,Morocco,0.0006
